,Unnamed: 0,Nombre,URL Imagen,URL Imagen Pacto,Distrito,Partido,Pacto,Resumen,Links,Facebook,Instagram,Twitter,Imagen Github,Imagen Partido Github
576,576,Beatriz De Jesus Sanchez MuÑoz,https://quienesson.cl/assets/images/candidatos/candidato_1610863319.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Apruebo Dignidad,,Estamos actualizando la información,Sin facebook,https://www.instagram.com/labeasanchez_/,https://twitter.com/labeasanchez,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Beatriz De Jesus Sanchez MuÑoz.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
577,577,Benito Jose Baranda Ferran,https://quienesson.cl/assets/images/candidatos/candidato_1610934546.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,INDEPENDIENTES POR UNA NUEVA CONSTITUCION,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Benito Jose Baranda Ferran.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
578,578,Bernardita Paul Ossandon,https://quienesson.cl/assets/images/candidatos/1612284293.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610862157.png,Distrito 12,Renovación Nacional,Vamos Por Chile,,Estamos actualizando la información,https://www.facebook.com/Bernardita-Paul-Ossandon-338254399592850/,https://www.instagram.com/bernardita.paul,https://twitter.com/bernarditapaul1,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Bernardita Paul Ossandon.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Renovación Nacional.png
579,579,Camila Bustamante Alvarez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 12,Partido Ecologista Verde,Partido Ecologista Verde,Aún Camila Bustamante Alvarez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Camila Bustamante Alvarez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
580,580,Camila Cristina Meza Herrera,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611885001.png,Distrito 12,Partido De Trabajadores Revolucionarios,Partido De Trabajadores Revolucionarios,Aún Camila Cristina Meza Herrera no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Camila Cristina Meza Herrera.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido De Trabajadores Revolucionarios.png
581,581,Camila Vanessa Cartes Cordero,https://quienesson.cl/assets/images/candidatos/1611111065.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,La Lista Del Pueblo Distrito 12,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Camila Vanessa Cartes Cordero.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
582,582,Carol Espinaza Aschieri,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Vamos Por Chile,Aún Carol Espinaza Aschieri no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Carol Espinaza Aschieri.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
583,583,Carola Pia Naranjo Inostroza,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Lista del Apruebo,Aún Carola Pia Naranjo Inostroza no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Carola Pia Naranjo Inostroza.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
584,584,Carolina Leiva Garcia,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 12,Partido Ecologista Verde,Partido Ecologista Verde,Aún Carolina Leiva Garcia no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Carolina Leiva Garcia.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
585,585,Cesar Antonio Barcenas Catalan,https://quienesson.cl/assets/images/candidatos/1612408413.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,INDEPENDIENTES POR UNA NUEVA CONSTITUCION,,Estamos actualizando la información,https://www.facebook.com/cesarbarcenas.cl,Sin instagram,https://twitter.com/cbarcen,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Cesar Antonio Barcenas Catalan.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
586,586,Cesar Antonio Pizarro Pizarro,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Apruebo Dignidad,Aún Cesar Antonio Pizarro Pizarro no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Cesar Antonio Pizarro Pizarro.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
587,587,Christian Alejandro MuÑoz Paredes,https://quienesson.cl/assets/images/candidatos/1612283511.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610861619.png,Distrito 12,Partido Radical de Chile,Lista del Apruebo,,Estamos actualizando la información,https://www.facebook.com/munozconstituyente,https://www.instagram.com/munozconstituyente/,https://twitter.com/munozcandidato,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Christian Alejandro MuÑoz Paredes.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Radical de Chile.png
588,588,Diego Alfonso Infante Schkolnik,https://quienesson.cl/assets/images/candidatos/1611111008.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,La Lista Del Pueblo Distrito 12,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Diego Alfonso Infante Schkolnik.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
589,589,Edgar Emilio Esperguel Garcia,https://quienesson.cl/assets/images/candidatos/1612450394.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Voces Constituyentes,,Estamos actualizando la información,https://www.facebook.com/EdgarEsperguelG,https://www.instagram.com/edgaresperguel,https://twitter.com/EsperguelEdgar,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Edgar Emilio Esperguel Garcia.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
590,590,Eduardo Enrique Gutierrez Gonzalez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Voces Constituyentes,Aún Eduardo Enrique Gutierrez Gonzalez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Eduardo Enrique Gutierrez Gonzalez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
591,591,Gabriel Molina Villanueva,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Candidatura Independiente,Aún Gabriel Molina Villanueva no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Gabriel Molina Villanueva.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
592,592,Giovanna Jazmin Grandon Caro,https://quienesson.cl/assets/images/candidatos/1611110989.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,La Lista Del Pueblo Distrito 12,,Estamos actualizando la información,Sin facebook,https://www.instagram.com/bailapikachu.oficial/,https://twitter.com/TiaPikachu,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Giovanna Jazmin Grandon Caro.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
593,593,Guillermo Larrain Rios,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610862344.png,Distrito 12,Democracia Cristiana,Lista del Apruebo,Aún Guillermo Larrain Rios no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,https://twitter.com/guillelarrain,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Guillermo Larrain Rios.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Democracia Cristiana.png
594,594,Ignacio Roberto Cofre Reyes,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611884220.png,Distrito 12,Partido Unión Patriótica,Partido Unión Patriotica,Aún Ignacio Roberto Cofre Reyes no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Ignacio Roberto Cofre Reyes.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Unión Patriótica.png
595,595,Iona Ronit Rothfeld Bascoli,https://quienesson.cl/assets/images/candidatos/candidato_1610934587.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,INDEPENDIENTES POR UNA NUEVA CONSTITUCION,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Iona Ronit Rothfeld Bascoli.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
596,596,Joseffe Tamara Caceres Torres,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611885001.png,Distrito 12,Partido De Trabajadores Revolucionarios,Partido De Trabajadores Revolucionarios,Aún Joseffe Tamara Caceres Torres no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Joseffe Tamara Caceres Torres.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido De Trabajadores Revolucionarios.png
597,597,Juan Jose Martin Bravo,https://quienesson.cl/assets/images/candidatos/candidato_1610934579.png,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,INDEPENDIENTES POR UNA NUEVA CONSTITUCION,,Estamos actualizando la información,Sin facebook,https://www.instagram.com/juanjo.constituyente/,https://twitter.com/JuanjoMartinb,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Juan Jose Martin Bravo.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
598,598,Julio Enrique Hernandez Prado,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611885001.png,Distrito 12,Partido De Trabajadores Revolucionarios,Partido De Trabajadores Revolucionarios,Aún Julio Enrique Hernandez Prado no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Julio Enrique Hernandez Prado.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido De Trabajadores Revolucionarios.png
599,599,Leonardo Patricio Parraguez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610862093.png,Distrito 12,Revolución Democrática,Apruebo Dignidad,Aún Leonardo Patricio Parraguez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Leonardo Patricio Parraguez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Revolución Democrática.png
600,600,Lucio Favio Cuenca Berger,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Voces Constituyentes,Aún Lucio Favio Cuenca Berger no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Lucio Favio Cuenca Berger.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
601,601,Macarena Venegas Tassara,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Vamos Por Chile,Aún Macarena Venegas Tassara no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Macarena Venegas Tassara.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
602,602,Manuel Jose Ossandon Lira,https://quienesson.cl/assets/images/candidatos/1612286042.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Vamos Por Chile,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Manuel Jose Ossandon Lira.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
603,603,Marcela Alejandra Mella Ortiz,https://quienesson.cl/assets/images/candidatos/1612368092.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Apruebo Dignidad,,Estamos actualizando la información,https://www.facebook.com/marcela.m.ortiz.9,https://www.instagram.com/marcela_mella_ortiz/,https://twitter.com/MarceMellaO,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Marcela Alejandra Mella Ortiz.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
604,604,Marcelo Amado Honorato Alonso Heredia,https://quienesson.cl/assets/images/candidatos/1612408503.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610862189.png,Distrito 12,Unión Demócrata Independiente,Vamos Por Chile,,Estamos actualizando la información,Sin facebook,Sin instagram,https://twitter.com/marceloalonsoh,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Marcelo Amado Honorato Alonso Heredia.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Unión Demócrata Independiente.png
605,605,Maria Luisa Cordero Velasquez,https://quienesson.cl/assets/images/candidatos/1612202108.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Vamos Por Chile,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Maria Luisa Cordero Velasquez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
606,606,Maria Soledad Cisternas Reyes,https://quienesson.cl/assets/images/candidatos/candidato_1610934536.png,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,INDEPENDIENTES POR UNA NUEVA CONSTITUCION,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Maria Soledad Cisternas Reyes.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
607,607,Matia Ignacio Navarrete Molina,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611884220.png,Distrito 12,Partido Unión Patriótica,Partido Unión Patriotica,Aún Matia Ignacio Navarrete Molina no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Matia Ignacio Navarrete Molina.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Unión Patriótica.png
608,608,Maura Fajardo Galvez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Candidatura Independiente,Aún Maura Fajardo Galvez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Maura Fajardo Galvez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
609,609,Monica Gloria Reyes Riffo,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611884220.png,Distrito 12,Partido Unión Patriótica,Partido Unión Patriotica,Aún Monica Gloria Reyes Riffo no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Monica Gloria Reyes Riffo.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Unión Patriótica.png
610,610,Monserrat Candia Rocha,https://quienesson.cl/assets/images/candidatos/1611352337.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 12,Partido Ecologista Verde,Partido Ecologista Verde,,Estamos actualizando la información,https://www.facebook.com/MonserratConstituyenteEcologista2021/,https://www.instagram.com/monse_constituyente_ecologista/,https://twitter.com/monse_candiar,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Monserrat Candia Rocha.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
611,611,Paola Maria Villegas Delgado,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Apruebo Dignidad,Aún Paola Maria Villegas Delgado no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Paola Maria Villegas Delgado.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
612,612,Paola Romero Llanos,https://quienesson.cl/assets/images/candidatos/candidato_1610934565.png,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,INDEPENDIENTES POR UNA NUEVA CONSTITUCION,,Estamos actualizando la información,https://www.facebook.com/PaolaRomeroConstituyente/,https://www.instagram.com/paolaromero_constituyente/,https://twitter.com/PaoDistrito12,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Paola Romero Llanos.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
613,613,Paula Ignacia Cea Fuentes,https://quienesson.cl/assets/images/candidatos/1613088013.jpg,https://quienesson.cl/assets/images/pactos/pacto_1611884220.png,Distrito 12,Partido Unión Patriótica,Partido Unión Patriotica,,Estamos actualizando la información,https://www.facebook.com/PaulaCeaConstituyente,https://www.instagram.com/paula_cea_constituyente/,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Paula Ignacia Cea Fuentes.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Unión Patriótica.png
614,614,Paulina Del Rosario MuÑoz Ureta,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,Lista del Apruebo,Aún Paulina Del Rosario MuÑoz Ureta no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Paulina Del Rosario MuÑoz Ureta.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
615,615,Pavel Alejandro Ayala Lienqueo,https://quienesson.cl/assets/images/candidatos/candidato_1610934598.png,https://quienesson.cl/assets/images/pactos/pacto_1610857380.png,Distrito 12,Independiente,INDEPENDIENTES POR UNA NUEVA CONSTITUCION,,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Pavel Alejandro Ayala Lienqueo.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Independiente.png
616,616,Pia Castelli Fenick,https://quienesson.cl/assets/images/candidatos/1611192268.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610861545.png,Distrito 12,Partido por la Democracia,Lista del Apruebo,Aún Pia Castelli Fenick no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,https://twitter.com/Castelli_Pia,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Pia Castelli Fenick.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido por la Democracia.png
617,617,Rainier Enrique Rios Puebla,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611885001.png,Distrito 12,Partido De Trabajadores Revolucionarios,Partido De Trabajadores Revolucionarios,Aún Rainier Enrique Rios Puebla no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Rainier Enrique Rios Puebla.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido De Trabajadores Revolucionarios.png
618,618,Rene Orlando Valdes Lopez,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 12,Partido Ecologista Verde,Partido Ecologista Verde,Aún Rene Orlando Valdes Lopez no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Rene Orlando Valdes Lopez.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
619,619,Rocio Miranda Castillo,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 12,Partido Ecologista Verde,Partido Ecologista Verde,Aún Rocio Miranda Castillo no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Rocio Miranda Castillo.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
620,620,Rodrigo Alfonso Rettig Vargas,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610856901.png,Distrito 12,Ciudadanos,Lista del Apruebo,Aún Rodrigo Alfonso Rettig Vargas no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Rodrigo Alfonso Rettig Vargas.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Ciudadanos.png
621,621,Romanina Morales Baltra,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610861824.png,Distrito 12,Partido Socialista de Chile,Lista del Apruebo,Aún Romanina Morales Baltra no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Romanina Morales Baltra.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Socialista de Chile.png
622,622,Ronald Emilio Vargas Diaz,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 12,Partido Ecologista Verde,Partido Ecologista Verde,Aún Ronald Emilio Vargas Diaz no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Ronald Emilio Vargas Diaz.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
623,623,Ronald Leblebici Garo,https://quienesson.cl/assets/images/candidatos/1612315143.jpg,https://quienesson.cl/assets/images/pactos/pacto_1610860290.png,Distrito 12,Partido Ecologista Verde,Partido Ecologista Verde,Aún Ronald Leblebici Garo no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,https://twitter.com/animalronald1,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Ronald Leblebici Garo.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Ecologista Verde.png
624,624,Rossana Patricia Jorquera Geroldi,Sin imagen,https://quienesson.cl/assets/images/pactos/pacto_1611884220.png,Distrito 12,Partido Unión Patriótica,Partido Unión Patriotica,Aún Rossana Patricia Jorquera Geroldi no nos entrega información sobre su candidatura.,Estamos actualizando la información,Sin facebook,Sin instagram,Sin twitter,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/FotosCandidatos/Rossana Patricia Jorquera Geroldi.png,https://github.com/Sud-Austral/DATA-ELECCIONES/raw/master/Contituyentes/LogoPartidos/Partido Unión Patriótica.png
